album,album_id,album_link,artist,rating,rev_date,reviewer,year
"You're Never Alone with a Cigarette (Singles, Vol. 1)",11388,http://www.pitchfork.com/reviews/albums/11388-youre-never-alone-with-a-cigarette-singles-vol-1/,Sun City Girls,8.2,"May 6, 2008",Mike McGonigal,2008
Futurismo,11392,http://www.pitchfork.com/reviews/albums/11392-futurismo/,Kassin + 2,7.5,"May 6, 2008",Joshua Klein,2008
Attack,11412,http://www.pitchfork.com/reviews/albums/11412-attack/,Dead Child,4.4,"May 5, 2008",Robbie Mackey,2008
Nouns,11449,http://www.pitchfork.com/reviews/albums/11449-nouns/,No Age,9.2,"May 5, 2008",Amanda Petrusich,2008
EP,11670,http://www.pitchfork.com/reviews/albums/11670-ep-liveacoustic/,Blitzen Trapper,7,"May 5, 2008",Jason Crock,2008
Great Plains,11346,http://www.pitchfork.com/reviews/albums/11346-great-plains/,Head of Femur,7.3,"May 5, 2008",Joe Tangari,2008
The Strangest Colored Lights,11399,http://www.pitchfork.com/reviews/albums/11399-the-strangest-colored-lights/,13ghosts,7.6,"May 5, 2008",Stephen M. Deusner,2008
What We Did on Our Holidays,11674,http://www.pitchfork.com/reviews/albums/11674-what-we-did-on-our-holidaysunhalfbricking/,Fairport Convention,8.8,"May 2, 2008",Stephen M. Deusner,2008
Yeti #5,11460,http://www.pitchfork.com/reviews/albums/11460-yeti-5/,Various Artists,7.8,"May 2, 2008",Amy Granzin,2008
"When Life Gives You Lemons, You Paint That Shit Gold",11471,http://www.pitchfork.com/reviews/albums/11471-when-life-gives-you-lemons-you-paint-that-shit-gold/,Atmosphere,7,"May 2, 2008",Roque Strew,2008
Smile,11464,http://www.pitchfork.com/reviews/albums/11464-smile/,Boris,6.4,"May 2, 2008",Zach Baron,2008
Fabric 39,11461,http://www.pitchfork.com/reviews/albums/11461-fabric-39/,Robert Hood,7.3,"May 2, 2008",Tim Finney,2008
åÁSonido Amazonico!,11398,http://www.pitchfork.com/reviews/albums/11398-sonido-amazonico/,Chicha Libre,7.9,"May 1, 2008",Joe Tangari,2008
After the Balls Drop,11465,http://www.pitchfork.com/reviews/albums/11465-after-the-balls-drop/,Les Savy Fav,6.4,"May 1, 2008",David Raposa,2008
The Hungry Saw,11462,http://www.pitchfork.com/reviews/albums/11462-the-hungry-saw/,Tindersticks,7.1,"May 1, 2008",Stuart Berman,2008
The Secret Life,11413,http://www.pitchfork.com/reviews/albums/11413-the-secret-life/,New Bloods,7.6,"May 1, 2008",D. Shawn Bosler,2008
A Wheel Within a Wheel,11343,http://www.pitchfork.com/reviews/albums/11343-a-wheel-within-a-wheel/,Southeast Engine,7.1,"May 1, 2008",Joshua Klein,2008
Unhistories,11422,http://www.pitchfork.com/reviews/albums/11422-unhistories/,Singer,6.2,"April 30, 2008",David Raposa,2008
Jim,11467,http://www.pitchfork.com/reviews/albums/11467-jim/,Jamie Lidell,7.9,"April 30, 2008",Philip Sherburne,2008
The Best of Joy Division,11452,http://www.pitchfork.com/reviews/albums/11452-the-best-of-joy-division/,Joy Division,6,"April 30, 2008",Marc Masters,2008
L'autrichienne,11404,http://www.pitchfork.com/reviews/albums/11404-lautrichienne/,Jucifer,8,"April 30, 2008",Cosmo Lee,2008
Box of Hair,11294,http://www.pitchfork.com/reviews/albums/11294-box-of-hair/,Cub,7.6,"April 30, 2008",Marc Hogan,2008
Opus Mixtum,11391,http://www.pitchfork.com/reviews/albums/11391-opus-mixtum/,Antietam,6.4,"April 29, 2008",Joshua Klein,2008
Kensington Heights,11451,http://www.pitchfork.com/reviews/albums/11451-kensington-heights/,Constantines,6.6,"April 29, 2008",Jason Crock,2008
AM,11425,http://www.pitchfork.com/reviews/albums/11425-am/,Karl Blau,7.8,"April 29, 2008",Mike McGonigal,2008
Rising Down,11458,http://www.pitchfork.com/reviews/albums/11458-rising-down/,The Roots,7.8,"April 29, 2008",Nate Patrin,2008
Gong Lake,11417,http://www.pitchfork.com/reviews/albums/11417-gong-lake/,Neptune,7,"April 29, 2008",Jason Crock,2008
Station,11432,http://www.pitchfork.com/reviews/albums/11432-station/,Russian Circles,6.9,"April 28, 2008",Cosmo Lee,2008
You Are Here,11371,http://www.pitchfork.com/reviews/albums/11371-you-are-here/,South,4.8,"April 28, 2008",Ian Cohen,2008
Third,11438,http://www.pitchfork.com/reviews/albums/11438-third/,Portishead,8.8,"April 28, 2008",Nate Patrin,2008
Hard Candy,11453,http://www.pitchfork.com/reviews/albums/11453-hard-candy/,Madonna,5.3,"April 28, 2008",Tom Ewing,2008
"Hello, Voyager",11360,http://www.pitchfork.com/reviews/albums/11360-hello-voyager/,Evangelista,7,"April 28, 2008",Adam Moerder,2008
Forever Changes (Collector's Edition),11429,http://www.pitchfork.com/reviews/albums/11429-forever-changes-collectors-edition/,Love,8.6,"April 25, 2008",Stephen M. Deusner,2008
If Children,11430,http://www.pitchfork.com/reviews/albums/11430-if-children/,Wye Oak,7.1,"April 25, 2008",Mike Powell,2008
Jane Doe Loves Me,11431,http://www.pitchfork.com/reviews/albums/11431-jane-doe-loves-me/,Experimental Dental School,4.8,"April 25, 2008",Mike Orme,2008
The Airing of Grievances,11202,http://www.pitchfork.com/reviews/albums/11202-the-airing-of-grievances/,Titus Andronicus,8.5,"April 25, 2008",Adam Moerder,2008
Shots,11365,http://www.pitchfork.com/reviews/albums/11365-shots/,Ladyhawk,6.2,"April 25, 2008",Andrew Gaerig,2008
Boogybytes Vol. 04,11419,http://www.pitchfork.com/reviews/albums/11419-boogybytes-vol-04/,Ellen Allien,6.1,"April 24, 2008",Andrew Gaerig,2008
H.N.I.C. Pt. 2,11444,http://www.pitchfork.com/reviews/albums/11444-hnic-pt-2/,Prodigy,7.8,"April 24, 2008",Tom Breihan,2008
Mr. Love & Justice,11423,http://www.pitchfork.com/reviews/albums/11423-mr-love-justice/,Billy Bragg,6.5,"April 24, 2008",Joshua Klein,2008
Ishumar,11354,http://www.pitchfork.com/reviews/albums/11354-ishumar/,Toumast,8,"April 24, 2008",Joe Tangari,2008
Moon Safari - 10th Anniversary Edition,11442,http://www.pitchfork.com/reviews/albums/11442-moon-safari-10th-anniversary-edition/,Air,5.6,"April 24, 2008",Mark Pytlik,2008
NY's Finest,11356,http://www.pitchfork.com/reviews/albums/11356-nys-finest/,Pete Rock,6.8,"April 23, 2008",Evan McGarvey,2008
Live in Liverpool,11427,http://www.pitchfork.com/reviews/albums/11427-live-in-liverpool/,Gossip,6.9,"April 23, 2008",Rebecca Raber,2008
Don't You Evah EP,11441,http://www.pitchfork.com/reviews/albums/11441-dont-you-evah-ep/,Spoon,6.7,"April 23, 2008",Ryan Dombal,2008
Elephant Shell,11426,http://www.pitchfork.com/reviews/albums/11426-elephant-shell/,Tokyo Police Club,6.3,"April 23, 2008",Adam Moerder,2008
Staying In,11368,http://www.pitchfork.com/reviews/albums/11368-staying-in/,diskJokke,8,"April 23, 2008",Brian Howe,2008
The Age of the Understatement,11433,http://www.pitchfork.com/reviews/albums/11433-the-age-of-the-understatement/,The Last Shadow Puppets,7.7,"April 22, 2008",Marc Hogan,2008
Flight of the Conchords,11439,http://www.pitchfork.com/reviews/albums/11439-flight-of-the-conchords/,Flight of the Conchords,7.2,"April 22, 2008",Chris Dahlen,2008
Alison Statton,11364,http://www.pitchfork.com/reviews/albums/11364-alison-statton/,Pants Yell!,7.5,"April 22, 2008",Marc Hogan,2008
In the Name of Love: Africa Celebrates U2,11306,http://www.pitchfork.com/reviews/albums/11306-in-the-name-of-love-africa-celebrates-u2/,Various Artists,7,"April 22, 2008",Joshua Klein,2008
Mantronix: The Album (Deluxe Edition),11385,http://www.pitchfork.com/reviews/albums/11385-mantronix-the-album-deluxe-edition/,Mantronix,8.1,"April 22, 2008",Nate Patrin,2008
"Sorry Ma, Forgot to Take Out the Trash",11676,http://www.pitchfork.com/reviews/albums/11676-sorry-ma-forgot-to-take-out-the-trash-stink-hootenanny-let-it-be/,The Replacements,9.4,"April 21, 2008",Mark Richardson,2008
Don't Stop: Recording Tap,11379,http://www.pitchfork.com/reviews/albums/11379-dont-stop-recording-tap/,Various Artists,7.4,"April 21, 2008",Joe Tangari,2008
BÌ_bytalk,11293,http://www.pitchfork.com/reviews/albums/11293-babytalk/,Idol Fodder,7.7,"April 21, 2008",Brian Howe,2008
Reality Check,11400,http://www.pitchfork.com/reviews/albums/11400-reality-check/,The Teenagers,6.9,"April 21, 2008",Marc Hogan,2008
Schmancey,11395,http://www.pitchfork.com/reviews/albums/11395-schmancey/,Fancey,6.9,"April 21, 2008",Joshua Klein,2008
Skin Turns to Glass,11668,http://www.pitchfork.com/reviews/albums/11668-skin-turns-to-glassbliss-torn-from-emptiness/,Nadja,7,"April 18, 2008",Cosmo Lee,2008
Magnetic Morning EP,11416,http://www.pitchfork.com/reviews/albums/11416-magnetic-morning-ep/,Magnetic Morning,3.8,"April 18, 2008",Nitsuh Abebe,2008
We Appreciate You,11415,http://www.pitchfork.com/reviews/albums/11415-we-appreciate-you/,The Plastic Constellations,7.1,"April 18, 2008",Zach Baron,2008
The Show,11259,http://www.pitchfork.com/reviews/albums/11259-the-show/,eMC,7.9,"April 18, 2008",Ben Westhoff,2008
So Embarrassing,11266,http://www.pitchfork.com/reviews/albums/11266-so-embarrassing/,Capillary Action,7.3,"April 18, 2008",Joe Tangari,2008
The Blood Pressure Sessions,11342,http://www.pitchfork.com/reviews/albums/11342-the-blood-pressure-sessions/,Naked on the Vague,7.3,"April 17, 2008",Aaron Leitko,2008
Konk,11401,http://www.pitchfork.com/reviews/albums/11401-konk/,The Kooks,4.9,"April 17, 2008",Ian Cohen,2008
SVN FNGRS,11405,http://www.pitchfork.com/reviews/albums/11405-svn-fngrs/,Black Francis,6.8,"April 17, 2008",Joe Tangari,2008
Dazzle Ships,11363,http://www.pitchfork.com/reviews/albums/11363-dazzle-ships/,Orchestral Manoeuvres in the Dark,8.4,"April 17, 2008",Tom Ewing,2008
Uneasy Flowers,11394,http://www.pitchfork.com/reviews/albums/11394-uneasy-flowers/,Autistic Daughters,7.4,"April 17, 2008",Marc Masters,2008
The Seldom Seen Kid,11322,http://www.pitchfork.com/reviews/albums/11322-the-seldom-seen-kid/,Elbow,7.8,"April 16, 2008",Joshua Klein,2008
"Move Every Muscle, Make Every Sound",11334,http://www.pitchfork.com/reviews/albums/11334-move-every-muscle-make-every-sound/,De Novo Dahl,7,"April 16, 2008",Joe Tangari,2008
Red,11408,http://www.pitchfork.com/reviews/albums/11408-red/,Guillemots,5.8,"April 16, 2008",Chris Dahlen,2008
H.A.A.R.P.,11403,http://www.pitchfork.com/reviews/albums/11403-haarp/,Muse,6.5,"April 16, 2008",Ian Cohen,2008
"Plunder, Beg, and Curse",11369,http://www.pitchfork.com/reviews/albums/11369-plunder-beg-and-curse/,Colour Revolt,5.8,"April 16, 2008",Jason Crock,2008
Beartrap Island,11402,http://www.pitchfork.com/reviews/albums/11402-beartrap-island/,Division Day,6.1,"April 15, 2008",Stuart Berman,2008
Saturdays=Youth,11406,http://www.pitchfork.com/reviews/albums/11406-saturdaysyouth/,M83,8.5,"April 15, 2008",Brian Howe,2008
Remix Romance Vol. 1,11409,http://www.pitchfork.com/reviews/albums/11409-remix-romance-vol-1/,Sally Shapiro,7.6,"April 15, 2008",Marc Hogan,2008
The Mande Variations,11281,http://www.pitchfork.com/reviews/albums/11281-the-mande-variations/,Toumani DiabatÌ©,8.3,"April 15, 2008",Joshua Klein,2008
Everything's Perfect,11389,http://www.pitchfork.com/reviews/albums/11389-everythings-perfect/,Team Robespierre,6.4,"April 15, 2008",Zach Baron,2008
Soundboy Rock,11300,http://www.pitchfork.com/reviews/albums/11300-soundboy-rock/,Groove Armada,5.8,"April 14, 2008",Tom Ewing,2008
Wrenches: My Heart/Double Abacus,11664,http://www.pitchfork.com/reviews/albums/11664-wrenches-my-heartdouble-abacus/,Microkingdom's Pro Hour,7.8,"April 14, 2008",Grayson Currin,2008
In Ghost Colours,11407,http://www.pitchfork.com/reviews/albums/11407-in-ghost-colours/,Cut Copy,8.8,"April 14, 2008",Mark Pytlik,2008
Midnight Organ Fight,11351,http://www.pitchfork.com/reviews/albums/11351-midnight-organ-fight/,Frightened Rabbit,8.1,"April 14, 2008",Rebecca Raber,2008
The Air Salesmen,11290,http://www.pitchfork.com/reviews/albums/11290-the-air-salesmen/,The Selmanaires,6.8,"April 14, 2008",Adam Moerder,2008
"""Couples""",11387,http://www.pitchfork.com/reviews/albums/11387-couples/,The Long Blondes,5.8,"April 11, 2008",Ryan Dombal,2008
Pershing,11393,http://www.pitchfork.com/reviews/albums/11393-pershing/,Someone Still Loves You Boris Yeltsin,6.2,"April 11, 2008",Ian Cohen,2008
Keep Your Eyes Ahead,11390,http://www.pitchfork.com/reviews/albums/11390-keep-your-eyes-ahead/,The Helio Sequence,7.6,"April 11, 2008",Andrew Gaerig,2008
April,11672,http://www.pitchfork.com/reviews/albums/11672-aprilnights/,Sun Kil Moon,8.3,"April 11, 2008",Stephen M. Deusner,2008
Feel Good Ghosts (Tea-Partying Through Tornadoes),11287,http://www.pitchfork.com/reviews/albums/11287-feel-good-ghosts-tea-partying-through-tornadoes/,Cloud Cult,4.2,"April 11, 2008",Ian Cohen,2008
Neptune,11177,http://www.pitchfork.com/reviews/albums/11177-neptune/,The Duke Spirit,6.2,"April 10, 2008",Adam Moerder,2008
The Sound of Philadelphia: Gamble & Huff's Greatest Hits,11660,http://www.pitchfork.com/reviews/albums/11660-the-sound-of-philadelphia-gamble-huffs-greatest-hitsconquer-the-world-the-lost-soul-of-philadelphia-international-records/,Various Artists,8.5,"April 10, 2008",Nate Patrin,2008
Walk It Off,11381,http://www.pitchfork.com/reviews/albums/11381-walk-it-off/,Tapes 'n Tapes,5.9,"April 10, 2008",Adam Moerder,2008
Antidotes,11372,http://www.pitchfork.com/reviews/albums/11372-antidotes/,Foals,5.9,"April 10, 2008",Tom Ewing,2008
Music for Lamping,11345,http://www.pitchfork.com/reviews/albums/11345-music-for-lamping/,Strategy,7.5,"April 10, 2008",Mike Orme,2008
In Light,11353,http://www.pitchfork.com/reviews/albums/11353-in-light/,Arp,7.6,"April 9, 2008",Mark Richardson,2008
The Last Tycoon,11337,http://www.pitchfork.com/reviews/albums/11337-the-last-tycoon/,Peter MorÌ©n,5.4,"April 9, 2008",Marc Hogan,2008
Piasa...Devourer of Men,11666,http://www.pitchfork.com/reviews/albums/11666-piasadevourer-of-men-juggernaut-jacks-creek/,Sun City Girls,7,"April 9, 2008",Mike Powell,2008
Mountain Battles,11367,http://www.pitchfork.com/reviews/albums/11367-mountain-battles/,The Breeders,7.5,"April 9, 2008",Stuart Berman,2008
Asking for Flowers,11303,http://www.pitchfork.com/reviews/albums/11303-asking-for-flowers/,Kathleen Edwards,7.9,"April 9, 2008",Stephen M. Deusner,2008
Rabbit Habits,11370,http://www.pitchfork.com/reviews/albums/11370-rabbit-habits/,Man Man,8,"April 8, 2008",Adam Moerder,2008
"Excuse Me, This Is the Yah Mos Def",11331,http://www.pitchfork.com/reviews/albums/11331-excuse-me-this-is-the-yah-mos-def/,YMD,7.5,"April 8, 2008",Rebecca Raber,2008
"The Singles, Volume Five: 1967-1969",11275,http://www.pitchfork.com/reviews/albums/11275-the-singles-volume-five-1967-1969/,James Brown,7.9,"April 8, 2008",Douglas Wolk,2008
Sings Live!,11380,http://www.pitchfork.com/reviews/albums/11380-sings-live/,Colin Meloy,6.5,"April 8, 2008",Brian Howe,2008
The Felice Brothers,11282,http://www.pitchfork.com/reviews/albums/11282-the-felice-brothers/,The Felice Brothers,5.5,"April 8, 2008",Joshua Klein,2008
Disintoxication,11299,http://www.pitchfork.com/reviews/albums/11299-disintoxication/,The Secret,7.5,"April 7, 2008",Cosmo Lee,2008
Dig!!! Lazarus Dig!!!,11375,http://www.pitchfork.com/reviews/albums/11375-dig-lazarus-dig/,Nick Cave & the Bad Seeds,8.4,"April 7, 2008",Stephen M. Deusner,2008
Do It!,11335,http://www.pitchfork.com/reviews/albums/11335-do-it/,Clinic,7.7,"April 7, 2008",Nate Patrin,2008
"Nigeria Special: Modern Highlife, Afro-Sounds & Nigerian Blues",11255,http://www.pitchfork.com/reviews/albums/11255-nigeria-special-modern-highlife-afro-sounds-nigerian-blues/,Various Artists,8,"April 7, 2008",Joshua Klein,2008
Birds,11330,http://www.pitchfork.com/reviews/albums/11330-birds/,Collections of Colonies of Bees,7.8,"April 7, 2008",Roque Strew,2008
A Sense of Purpose,11357,http://www.pitchfork.com/reviews/albums/11357-a-sense-of-purpose/,In Flames,7,"April 4, 2008",Cosmo Lee,2008
Love Is Real,11283,http://www.pitchfork.com/reviews/albums/11283-love-is-real/,John Maus,6.4,"April 4, 2008",Aaron Leitko,2008
The Glow Pt. 2,11352,http://www.pitchfork.com/reviews/albums/11352-the-glow-pt-2/,The Microphones,9.3,"April 4, 2008",Brian Howe,2008
One Hell of a Ride,11366,http://www.pitchfork.com/reviews/albums/11366-one-hell-of-a-ride/,Willie Nelson,8.6,"April 4, 2008",Stephen M. Deusner,2008
Little Death,11231,http://www.pitchfork.com/reviews/albums/11231-little-death/,Pete & the Pirates,8,"April 4, 2008",Amy Granzin,2008
Electronic Projects for Musicians,11361,http://www.pitchfork.com/reviews/albums/11361-electronic-projects-for-musicians/,The Apples in Stereo,6.5,"April 3, 2008",Joe Tangari,2008
Cold & Kind,11340,http://www.pitchfork.com/reviews/albums/11340-cold-kind/,The 1900s,7.9,"April 3, 2008",Jessica Suarez,2008
The Garden of Forking Paths,11321,http://www.pitchfork.com/reviews/albums/11321-the-garden-of-forking-paths/,Various Artists,7.7,"April 3, 2008",Matthew Murphy,2008
Last Night,11362,http://www.pitchfork.com/reviews/albums/11362-last-night/,Moby,5.2,"April 3, 2008",Joshua Klein,2008
Savage Life 2,11286,http://www.pitchfork.com/reviews/albums/11286-savage-life-2/,Webbie,5.8,"April 3, 2008",Evan McGarvey,2008
Ghosts I-IV,11289,http://www.pitchfork.com/reviews/albums/11289-ghosts-i-iv/,Nine Inch Nails,5,"April 2, 2008",Tom Breihan,2008
59.59,11316,http://www.pitchfork.com/reviews/albums/11316-5959/,Sian Alice Group,7.7,"April 2, 2008",Stuart Berman,2008
Cover Up,11329,http://www.pitchfork.com/reviews/albums/11329-cover-up/,Ministry,7.5,"April 2, 2008",Cosmo Lee,2008
Blood Moon,11309,http://www.pitchfork.com/reviews/albums/11309-blood-moon/,Apes & Androids,7.3,"April 2, 2008",Adam Moerder,2008
Flock,11248,http://www.pitchfork.com/reviews/albums/11248-flock/,Bell X1,2.2,"April 2, 2008",Ian Cohen,2008
Demonstration Tape (1997-2007),11318,http://www.pitchfork.com/reviews/albums/11318-demonstration-tape-1997-2007/,Solvent,6.8,"April 1, 2008",Mike Orme,2008
Consolers of the Lonely,11350,http://www.pitchfork.com/reviews/albums/11350-consolers-of-the-lonely/,The Raconteurs,7.4,"April 1, 2008",Jason Crock,2008
Attack & Release,11358,http://www.pitchfork.com/reviews/albums/11358-attack-release/,The Black Keys,7.5,"April 1, 2008",Roque Strew,2008
Everywhere at Once,11311,http://www.pitchfork.com/reviews/albums/11311-everywhere-at-once/,Lyrics Born,7.8,"April 1, 2008",Nate Patrin,2008
Innocent Youths,11310,http://www.pitchfork.com/reviews/albums/11310-innocent-youths/,"Earth, Roots and Water",7.3,"April 1, 2008",Joe Tangari,2008
Live 1969,11325,http://www.pitchfork.com/reviews/albums/11325-live-1969/,Simon & Garfunkel,7.9,"March 31, 2008",Stephen M. Deusner,2008
Supercluster: The Big Dipper Anthology,11336,http://www.pitchfork.com/reviews/albums/11336-supercluster-the-big-dipper-anthology/,Big Dipper,7.8,"March 31, 2008",David Raposa,2008
No Disco Future,11315,http://www.pitchfork.com/reviews/albums/11315-no-disco-future/,Melchior Productions,8.6,"March 31, 2008",Philip Sherburne,2008
Accelerate,11308,http://www.pitchfork.com/reviews/albums/11308-accelerate/,R.E.M.,6.7,"March 31, 2008",Joshua Klein,2008
Only as the Day Is Long,11320,http://www.pitchfork.com/reviews/albums/11320-only-as-the-day-is-long/,Sera Cahoone,7,"March 31, 2008",Joshua Love,2008
Trilla,11296,http://www.pitchfork.com/reviews/albums/11296-trilla/,Rick Ross,2.4,"March 28, 2008",Evan McGarvey,2008
It's a Shame About Ray (Collector's Edition),11324,http://www.pitchfork.com/reviews/albums/11324-its-a-shame-about-ray-collectors-edition/,The Lemonheads,8.4,"March 28, 2008",Stephen M. Deusner,2008
Body Language 6,11344,http://www.pitchfork.com/reviews/albums/11344-body-language-6/,Junior Boys,7.4,"March 28, 2008",Mark Pytlik,2008
Debt Dept,11323,http://www.pitchfork.com/reviews/albums/11323-debt-dept/,Excepter,7.8,"March 28, 2008",Marc Masters,2008
Hawk Medicine,11307,http://www.pitchfork.com/reviews/albums/11307-hawk-medicine/,Lazarus,7.4,"March 28, 2008",Joshua Klein,2008
On High,11261,http://www.pitchfork.com/reviews/albums/11261-on-high/,Kate Maki,6.5,"March 27, 2008",Stephen M. Deusner,2008
Funplex,11319,http://www.pitchfork.com/reviews/albums/11319-funplex/,The B-52's,6.6,"March 27, 2008",Eric Harvey,2008
Sessions,11326,http://www.pitchfork.com/reviews/albums/11326-sessions/,Carl Craig,9,"March 27, 2008",Andy Battaglia,2008
At All Ends,11278,http://www.pitchfork.com/reviews/albums/11278-at-all-ends/,Yellow Swans,8.6,"March 27, 2008",Marc Masters,2008
J2,11272,http://www.pitchfork.com/reviews/albums/11272-j2/,Jarboe / Justin K. Broadrick,7.7,"March 27, 2008",D. Shawn Bosler,2008
13 Blues for Thirteen Moons,11332,http://www.pitchfork.com/reviews/albums/11332-13-blues-for-thirteen-moons/,Thee Silver Mt. Zion Memorial Orchestra & Tra-La-La Band,5.2,"March 26, 2008",Brian Howe,2008
Go Away White,11333,http://www.pitchfork.com/reviews/albums/11333-go-away-white/,Bauhaus,7.5,"March 26, 2008",D. Shawn Bosler,2008
Humanimals,11292,http://www.pitchfork.com/reviews/albums/11292-humanimals/,Grand Ole Party,6.3,"March 26, 2008",Eric Harvey,2008
The Odd Couple,11328,http://www.pitchfork.com/reviews/albums/11328-the-odd-couple/,Gnarls Barkley,7.2,"March 26, 2008",Nitsuh Abebe,2008
Another Country,11229,http://www.pitchfork.com/reviews/albums/11229-another-country/,Tift Merritt,5,"March 26, 2008",Joshua Love,2008
Trouble in Dreams,11327,http://www.pitchfork.com/reviews/albums/11327-trouble-in-dreams/,Destroyer,7.7,"March 25, 2008",William Bowers,2008
You Have No Idea What You Are Getting Yourself Into,11291,http://www.pitchfork.com/reviews/albums/11291-you-have-no-idea-what-you-are-getting-yourself-into/,"Does It Offend You, Yeah?",2.3,"March 25, 2008",Tom Ewing,2008
Alogon,11273,http://www.pitchfork.com/reviews/albums/11273-alogon/,Wrath of the Weak,7.5,"March 25, 2008",Cosmo Lee,2008
Magnificent Fiend,11304,http://www.pitchfork.com/reviews/albums/11304-magnificent-fiend/,Howlin Rain,6,"March 25, 2008",Andrew Gaerig,2008
Phylactery Factory,11288,http://www.pitchfork.com/reviews/albums/11288-phylactery-factory/,White Hinterland,5.8,"March 25, 2008",Stephen M. Deusner,2008
Golden Delicious,11230,http://www.pitchfork.com/reviews/albums/11230-golden-delicious/,Mike Doughty,5,"March 24, 2008",Ben Westhoff,2008
"Signals, Calls, and Marches",11662,http://www.pitchfork.com/reviews/albums/11662-signals-calls-and-marchesvsthe-horrible-truth-about-burma/,Mission of Burma,9.8,"March 24, 2008",Marc Masters,2008
Retribution Gospel Choir,11317,http://www.pitchfork.com/reviews/albums/11317-retribution-gospel-choir/,Retribution Gospel Choir,7.5,"March 24, 2008",Mike McGonigal,2008
Sixes & Sevens,11305,http://www.pitchfork.com/reviews/albums/11305-sixes-sevens/,Adam Green,7.4,"March 24, 2008",Rebecca Raber,2008
UnonoU,11238,http://www.pitchfork.com/reviews/albums/11238-unonou/,Danava,7.3,"March 24, 2008",Robbie Mackey,2008
Visiter,11268,http://www.pitchfork.com/reviews/albums/11268-visiter/,The Dodos,8.5,"March 21, 2008",Ian Cohen,2008
Love and Circuits: A Cardboard Records Compilation (From Aa To Zs),11301,http://www.pitchfork.com/reviews/albums/11301-love-and-circuits-a-cardboard-records-compilation-from-aa-to-zs/,Various Artists,7.8,"March 21, 2008",Jason Crock,2008
Alles Wieder Offen,11262,http://www.pitchfork.com/reviews/albums/11262-alles-wieder-offen/,EinstÌ_rzende Neubauten,7.9,"March 21, 2008",Brandon Stosuy,2008
In a Cave,11246,http://www.pitchfork.com/reviews/albums/11246-in-a-cave/,Elf Power,5.9,"March 21, 2008",Adam Moerder,2008
Venus on Earth,11241,http://www.pitchfork.com/reviews/albums/11241-venus-on-earth/,Dengue Fever,4,"March 21, 2008",Mike Powell,2008
Midnight Boom,11302,http://www.pitchfork.com/reviews/albums/11302-midnight-boom/,The Kills,6.8,"March 20, 2008",Jason Crock,2008
Brain Thrust Mastery,11274,http://www.pitchfork.com/reviews/albums/11274-brain-thrust-mastery/,We Are Scientists,5.3,"March 20, 2008",Ian Cohen,2008
Hungry for Nothing,11251,http://www.pitchfork.com/reviews/albums/11251-hungry-for-nothing/,Fight Amp,7.8,"March 20, 2008",Cosmo Lee,2008
Annwn,11253,http://www.pitchfork.com/reviews/albums/11253-annwn/,Ocrilim,6.7,"March 20, 2008",Grayson Currin,2008
I Shall Exterminate Everything Around Me That Restricts Me From Being the Master,11271,http://www.pitchfork.com/reviews/albums/11271-i-shall-exterminate-everything-around-me-that-restricts-me-from-being-the-master/,Electric Six,5.6,"March 20, 2008",Roque Strew,2008
A Mad & Faithful Telling,11298,http://www.pitchfork.com/reviews/albums/11298-a-mad-faithful-telling/,DeVotchKa,7.7,"March 19, 2008",William Bowers,2008
Two Rivers,11252,http://www.pitchfork.com/reviews/albums/11252-two-rivers/,Amir ElSaffar,7.2,"March 19, 2008",Joe Tangari,2008
Angels of Destruction!,11247,http://www.pitchfork.com/reviews/albums/11247-angels-of-destruction/,Marah,6.9,"March 19, 2008",Andrew Gaerig,2008
Get Awkward,11297,http://www.pitchfork.com/reviews/albums/11297-get-awkward/,Be Your Own Pet,7.8,"March 19, 2008",Nitsuh Abebe,2008
Just a Little Lovin',11256,http://www.pitchfork.com/reviews/albums/11256-just-a-little-lovin/,Shelby Lynne,5.3,"March 19, 2008",Joshua Klein,2008
Pop Ambient 2008,11279,http://www.pitchfork.com/reviews/albums/11279-pop-ambient-2008/,Various Artists,6.8,"March 18, 2008",Andrew Gaerig,2008
IV,11236,http://www.pitchfork.com/reviews/albums/11236-iv/,Chatham County Line,7.4,"March 18, 2008",Joe Tangari,2008
This Year's Model: Deluxe Edition,11276,http://www.pitchfork.com/reviews/albums/11276-this-years-model-deluxe-edition/,Elvis Costello,7,"March 18, 2008",Matt LeMay,2008
Beat Pyramid,11295,http://www.pitchfork.com/reviews/albums/11295-beat-pyramid/,These New Puritans,7.5,"March 18, 2008",Jason Crock,2008
To Serve With Love,11232,http://www.pitchfork.com/reviews/albums/11232-to-serve-with-love/,Black Spade,7.7,"March 18, 2008",Ben Westhoff,2008
Overture: Live in Nippon Yusen Soko 2006,11270,http://www.pitchfork.com/reviews/albums/11270-overture-live-in-nippon-yusen-soko-2006/,Ghost,7.6,"March 17, 2008",Roque Strew,2008
The Last Sucker,11264,http://www.pitchfork.com/reviews/albums/11264-the-last-sucker/,Ministry,6.9,"March 17, 2008",Brandon Stosuy,2008
Crystal Castles,11215,http://www.pitchfork.com/reviews/albums/11215-crystal-castles/,Crystal Castles,7.8,"March 17, 2008",Ian Cohen,2008
Street Horrrsing,11280,http://www.pitchfork.com/reviews/albums/11280-street-horrrsing/,Fuck Buttons,8.6,"March 17, 2008",Marc Masters,2008
